ID,Name,Concepticon_ID,Concepticon_Gloss,Russian_Gloss,Number
830_tradebarter,"TRADE, BARTER",2135,"TRADE, BARTER","ТОРГОВЛЯ, ОБМЕН",830
831_price,PRICE,657,PRICE,ЦЕНА,831
832_expensive,EXPENSIVE,1426,EXPENSIVE,ДОРОГОЙ,832
833_cheap,CHEAP,1887,CHEAP,ДЕШЁВЫЙ,833
834_weighintr,WEIGH (INTR),,WEIGH (INTR),ВЕСИТЬ,834
835_behind,BEHIND,1686,BEHIND,"ЗА, СЗАДИ",835
836_below,BELOW,1485,BELOW,ВНИЗУ,836
837_before,BEFORE,3004,BEFORE,РАНЬШЕ,837
838_infront,IN FRONT,1883,IN FRONT,ВПЕРЕДИ,838
839_inside,INSIDE,1606,INSIDE,ВНУТРИ,839
840_outside,OUTSIDE,762,OUTSIDE,СНАРУЖИ,840
841_above,ABOVE,1741,ABOVE,ВВЕРХУ,841
842_between,BETWEEN,689,BETWEEN,МЕЖДУ,842
843_place,PLACE,723,PLACE,МЕСТО,843
844_thing,THING,470,THING,ПРЕДМЕТ,844
845_put,PUT,998,PUT,КЛАСТЬ,845
846_sitdown,SIT DOWN,1649,SIT DOWN,САДИТЬСЯ,846
847_sit,SIT,1416,SIT,СИДЕТЬ,847
848_liedown,LIE DOWN,215,LIE DOWN,ЛОЖИТЬСЯ,848
849_lie,LIE,1411,LIE,ЛЕЖАТЬ,849
850_haltintr,HALT (INTR),2880,HALT (INTR),ОСТАНАВЛИВАТЬСЯ,850
851_stand,STAND,1442,STAND,СТОЯТЬ,851
852_standup,STAND UP,570,STAND UP,ВСТАВАТЬ,852
853_gathertr,GATHER (TR),7,GATHER (TR),СОБИРАТЬ,853
854_pickup,PICK UP,371,PICK UP,ПОДНИМАТЬ,854
855_insert,INSERT,3071,INSERT,"ВСОВЫВАТЬ, ПРОДЕВАТЬ",855
856_bindtr,BIND (TR),,BIND (TR),ПРИВЯЗЫВАТЬ,856
857_unbindtr,UNBIND (TR),,UNBIND (TR),ОТВЯЗЫВАТЬ,857
858_stickintr,STICK (INTR),254,STICK (INTR),ПРИЛИПАТЬ,858
859_gluetr,GLUE (TR),,GLUE (TR),ПРИКЛЕИВАТЬ,859
860_opentr,OPEN (TR),1156,OPEN (TR),ОТКРЫВАТЬ,860
861_openintr,OPEN (INTR),,OPEN (INTR),ОТКРЫВАТЬСЯ,861
862_closetr,CLOSE (TR),,CLOSE (TR),ЗАКРЫВАТЬ,862
863_closeintr,CLOSE (INTR),,CLOSE (INTR),ЗАКРЫВАТЬСЯ,863
864_unlocktr,UNLOCK (TR),,UNLOCK (TR),ОТПИРАТЬ,864
865_locktr,LOCK (TR),,LOCK (TR),ЗАПИРАТЬ,865
866_cover,COVER,761,COVER,НАКРЫВАТЬ,866
867_hidetr,HIDE (TR),602,HIDE (TR),ПРЯТАТЬ,867
868_hideintr,HIDE (INTR),2485,HIDE (INTR),ПРЯТЯТЬСЯ,868
869_high,HIGH,1265,HIGH,ВЫСОКИЙ,869
870_low,LOW,721,LOW,НИЗКИЙ,870
871_topn,TOP (N),1753,TOP (N),ВЕРХУШКА,871
872_bottomn,BOTTOM (N),690,BOTTOM (N),ДНО,872
873_endofknife,END (OF KNIFE),742,END (OF KNIFE),"КОНЧИК, ОСТРИЕ",873
874_edge,EDGE,863,EDGE,КРАЙ,874
875_right,RIGHT,1019,RIGHT,ПРАВЫЙ,875
876_left,LEFT,244,LEFT,ЛЕВЫЙ,876
877_near,NEAR,1942,NEAR,БЛИЗКО,877
878_far,FAR,1406,FAR,ДАЛЕКО,878
879_grow,GROW,479,GROW,РАСТИ,879
880_measure,MEASURE,1506,MEASURE,МЕРИТЬ,880
881_greatspan,GREAT SPAN,,GREAT SPAN,ПЯДЬ БОЛЬШАЯ,881
882_littlespan,LITTLE SPAN,,LITTLE SPAN,ПЯДЬ МАЛАЯ,882
883_big,BIG,1202,BIG,БОЛЬШОЙ,883
884_small,SMALL,1246,SMALL,МАЛЕНЬКИЙ,884
885_long,LONG,1203,LONG,ДЛИННЫЙ,885
886_short,SHORT,1645,SHORT,КОРОТКИЙ,886
887_wide,WIDE,1243,WIDE,ШИРОКИЙ,887
888_narrow,NARROW,1267,NARROW,УЗКИЙ ,888
889_thick,THICK,1244,THICK,ТОЛСТЫЙ,889
890_thin,THIN,2306,THIN,ТОНКИЙ,890
891_deep,DEEP,1593,DEEP,ГЛУБОКИЙ,891
892_shallow,SHALLOW,193,SHALLOW,МЕЛКИЙ,892
893_flat,FLAT,1633,FLAT,ПЛОСКИЙ,893
894_straight,STRAIGHT,1404,STRAIGHT,ПРЯМОЙ,894
895_crooked,CROOKED,297,CROOKED,КРИВОЙ,895
896_hook,HOOK,1071,HOOK,КРЮК,896
897_corner,CORNER,192,CORNER,УГОЛ,897
898_cross,CROSS,1367,CROSS,КРЕСТ,898
899_round,ROUND,2302,ROUND,КРУГЛЫЙ,899
900_ball,BALL,1845,BALL,МЯЧ,900
901_hole,HOLE,1667,HOLE,ДЫРА,901
902_pit,PIT,2539,PIT,ЯМА,902
903_similar,SIMILAR,1558,SIMILAR,ПОХОЖИЙ,903
904_other,OTHER,197,OTHER,ДРУГОЙ,904
905_exchange,EXCHANGE,2509,EXCHANGE,МЕНЯТЬ,905
906_one,ONE,1493,ONE,ОДИН,906
907_two,TWO,1498,TWO,ДВА,907
908_three,THREE,492,THREE,ТРИ,908
909_four,FOUR,1500,FOUR,ЧЕТЫРЕ,909
910_five,FIVE,493,FIVE,ПЯТЬ,910
911_six,SIX,1703,SIX,ШЕСТЬ,911
912_seven,SEVEN,1704,SEVEN,СЕМЬ,912
913_eight,EIGHT,1705,EIGHT,ВОСЕМЬ,913
914_nine,NINE,1483,NINE,ДЕВЯТЬ,914
915_ten,TEN,1515,TEN,ДЕСЯТЬ,915
916_eleven,ELEVEN,1706,ELEVEN,ОДИННАДЦАТЬ,916
917_twelve,TWELVE,1707,TWELVE,ДВЕНАДЦАТЬ,917
918_twenty,TWENTY,1710,TWENTY,ДВАДЦАТЬ,918
919_thirty,THIRTY,1715,THIRTY,ТРИДЦАТЬ,919
920_hundred,HUNDRED,1634,HUNDRED,СТО,920
921_thousand,THOUSAND,1843,THOUSAND,ТЫСЯЧА,921
922_first,FIRST,728,FIRST,ПЕРВЫЙ,922
923_last,LAST,1529,LAST,ПОСЛЕДНИЙ,923
924_second,SECOND,1384,SECOND,ВТОРОЙ,924
925_count,COUNT,1420,COUNT,СЧИТАТЬ,925
926_allpl,ALL (PL.),98,ALL (PL.),ВСЕ (МН.Ч.),926
927_allsg,ALL (SG.),2277,ALL (SG.),ВЕСЬ (ЕД.Ч.),927
928_every,EVERY,,EVERY,КАЖДЫЙ,928
929_many,MANY,1198,MANY,МНОГО,929
930_very,VERY,1311,VERY,ОЧЕНЬ,930
931_few,FEW,2924,FEW,МАЛО,931
932_full,FULL,1429,FULL,ПОЛНЫЙ,932
933_satiated,SATIATED,106,SATIATED,СЫТЫЙ,933
934_fillintr,FILL (INTR),,FILL (INTR),НАПОЛНЯТЬСЯ,934
935_filltr,FILL (TR),2006,FILL (TR),НАПОЛНЯТЬ,935
936_empty,EMPTY,1624,EMPTY,ПУСТОЙ,936
937_piece,PIECE,594,PIECE,КУСОК,937
938_half,HALF,816,HALF,ПОЛОВИНА,938
939_pair,PAIR,1888,PAIR,ПАРА,939
940_new,NEW,1231,NEW,НОВЫЙ,940
941_young,YOUNG,1207,YOUNG,МОЛОДОЙ,941
942_oldofperson,OLD (OF PERSON),2112,OLD (OF PERSON),СТАРЫЙ (О ЧЕЛОВЕКЕ),942
943_oldofthing,OLD (OF THING),2113,OLD (OF THING),СТАРЫЙ (О ВЕЩИ),943
944_now,NOW,1376,NOW,СЕЙЧАС,944
945_quickly,QUICKLY,1631,QUICKLY,БЫСТРО,945
946_slowly,SLOWLY,701,SLOWLY,МЕДЛЕННО,946
947_beginintr,BEGIN (INTR),,BEGIN (INTR),НАЧИНАТЬСЯ,947
948_stopintr,STOP (INTR),1928,STOP (INTR),КОНЧАТЬСЯ,948
949_wait,WAIT,1590,WAIT,ЖДАТЬ,949
950_always,ALWAYS,1676,ALWAYS,ВСЕГДА,950
951_often,OFTEN,1852,OFTEN,ЧАСТО,951
952_sometimes,SOMETIMES,1544,SOMETIMES,ИНОГДА,952
953_soon,SOON,703,SOON,СКОРО,953
954_foralongtime,FOR A LONG TIME,418,FOR A LONG TIME,ДОЛГО,954
955_daydaytime,DAY (DAYTIME),1225,DAY (DAYTIME),"ДЕНЬ, СВЕТЛОЕ ВРЕМЯ СУТОК",955
956_dayduration,DAY (DURATION),1260,DAY (DURATION),"ДЕНЬ, СУТКИ",956
957_night,NIGHT,1233,NIGHT,НОЧЬ,957
958_morning,MORNING,1339,MORNING,УТРО,958
959_noon,NOON,2490,NOON,ПОЛДЕНЬ,959
960_evening,EVENING,1629,EVENING,ВЕЧЕР,960
961_today,TODAY,1283,TODAY,СЕГОДНЯ,961
962_tomorrow,TOMORROW,1329,TOMORROW,ЗАВТРА,962
963_dayaftertomorrow,DAY-AFTER-TOMORROW,1179,DAY-AFTER-TOMORROW,ПОСЛЕЗАВТРА,963
964_yesterday,YESTERDAY,1174,YESTERDAY,ВЧЕРА,964
965_daybeforeyesterday,DAY-BEFORE-YESTERDAY,1180,DAY-BEFORE-YESTERDAY,ПОЗАВЧЕРА,965
966_hour,HOUR,1353,HOUR,ЧАС,966
967_week,WEEK,1469,WEEK,НЕДЕЛЯ,967
968_month,MONTH,1370,MONTH,МЕСЯЦ,968
969_year,YEAR,1226,YEAR,ГОД,969
970_lastyear,LAST YEAR,514,LAST YEAR,ПРОШЛЫЙ ГОД,970
971_nextyear,NEXT YEAR,515,NEXT YEAR,СЛЕДУЮЩИЙ ГОД,971
972_winter,WINTER,1471,WINTER,ЗИМА,972
973_spring,SPRING,1537,SPRING,ВЕСНА,973
974_summer,SUMMER,1342,SUMMER,ЛЕТО,974
975_autumn,AUTUMN,1276,AUTUMN,ОСЕНЬ,975
976_smellintr,SMELL (INTR),1587,SMELL (INTR),ПАХНУТЬ,976
977_smelltr,SMELL (TR),1586,SMELL (TR),НЮХАТЬ,977
978_smell,SMELL,,SMELL,ЗАПАХ,978
979_stench,STENCH,42,STENCH,ВОНЬ,979
980_taste,TASTE,21,TASTE,ПРОБОВАТЬ (НА ВКУС),980
981_sweet,SWEET,717,SWEET,СЛАДКИЙ,981
982_salty,SALTY,1091,SALTY,СОЛЕНЫЙ,982
983_bitter,BITTER,887,BITTER,ГОРЬКИЙ,983
984_sour,SOUR,1906,SOUR,КИСЛЫЙ,984
985_hear,HEAR,1408,HEAR,СЛЫШАТЬ,985
986_listen,LISTEN,1608,LISTEN,СЛУШАТЬ,986
987_voice,VOICE,1811,VOICE,ГОЛОС,987
988_loud,LOUD,377,LOUD,ГРОМКИЙ,988
989_quiet,QUIET,1314,QUIET,ТИХИЙ,989
990_see,SEE,1409,SEE,ВИДЕТЬ,990
991_look,LOOK,1819,LOOK,СМОТРЕТЬ,991
992_white,WHITE,1335,WHITE,БЕЛЫЙ,992
993_black,BLACK,163,BLACK,ЧЁРНЫЙ,993
994_red,RED,156,RED,КРАСНЫЙ,994
995_blue,BLUE,837,BLUE,СИНИЙ,995
996_green,GREEN,1425,GREEN,ЗЕЛЁНЫЙ,996
997_yellow,YELLOW,1424,YELLOW,ЖЁЛТЫЙ,997
998_grey,GREY,153,GREY,СЕРЫЙ,998
1000_soft,SOFT,1856,SOFT,МЯГКИЙ,1000
1001_hard,HARD,,HARD,ТВЁРДЫЙ,1001
1002_smooth,SMOOTH,1234,SMOOTH,ГЛАДКИЙ,1002
1003_sharp,SHARP,1396,SHARP,ОСТРЫЙ,1003
1004_blunt,BLUNT,379,BLUNT,ТУПОЙ,1004
1005_dense,DENSE,2239,DENSE,ГУСТОЙ,1005
1006_watery,WATERY,,WATERY,ЖИДКИЙ,1006
1007_heavy,HEAVY,1210,HEAVY,ТЯЖЁЛЫЙ,1007
1008_lightinweight,LIGHT (IN WEIGHT),1052,LIGHT (IN WEIGHT),ЛЁГКИЙ,1008
1009_wet,WET,1726,WET,МОКРЫЙ,1009
1010_dry,DRY,1398,DRY,СУХОЙ,1010
1011_hot,HOT,1286,HOT,ГОРЯЧИЙ,1011
1012_warm,WARM,1232,WARM,ТЁПЛЫЙ,1012
1013_cold,COLD,1287,COLD,ХОЛОДНЫЙ,1013
1014_clean,CLEAN,704,CLEAN,ЧИСТЫЙ,1014
1015_dirty,DIRTY,1230,DIRTY,ГРЯЗНЫЙ,1015
1016_laugh,LAUGH,1355,LAUGH,СМЕЯТЬСЯ,1016
1017_smile,SMILE,1451,SMILE,УЛЫБАТЬСЯ,1017
1018_rejoice,REJOICE,2192,REJOICE,РАДОВАТЬСЯ,1018
1019_playtr,PLAY (TR),1413,PLAY (TR),ИГРАТЬ,1019
1020_lose,LOSE,1660,LOSE,ПРОИГРЫВАТЬ,1020
1021_win,WIN,866,WIN,ВЫИГРЫВАТЬ,1021
1022_love,LOVE,923,LOVE,ЛЮБИТЬ,1022
1023_want,WANT,1784,WANT,ХОТЕТЬ,1023
1024_kiss,KISS,578,KISS,ЦЕЛОВАТЬ,1024
1025_embrace,EMBRACE,928,EMBRACE,ОБНИМАТЬ,1025
1026_weep,WEEP,1839,WEEP,ПЛАКАТЬ,1026
1027_sob,SOB,,SOB,ВСХЛИПЫВАТЬ,1027
1028_tearn,TEAR (N),1651,TEAR (N),СЛЕЗА,1028
1029_eyefluid,EYE FLUID,,EYE FLUID,ВЫДЕЛЕНИЯ ИЗ ГЛАЗ,1029
1030_fear,FEAR,1419,FEAR,БОЯТЬСЯ,1030
1031_frighten,FRIGHTEN,252,FRIGHTEN,ПУГАТЬ,1031
1032_choose,CHOOSE,1750,CHOOSE,ВЫБИРАТЬ,1032
1033_deceive,DECEIVE,,DECEIVE,ОБМАНЫВАТЬ,1033
1034_good,GOOD,1035,GOOD,ХОРОШИЙ,1034
1035_bad,BAD,1292,BAD,ПЛОХОЙ,1035
1036_praise,PRAISE,1687,PRAISE,ХВАЛИТЬ,1036
1037_beautiful,BEAUTIFUL,1427,BEAUTIFUL,КРАСИВЫЙ,1037
1038_ugly,UGLY,1548,UGLY,УРОДЛИВЫЙ,1038
1039_greedy,GREEDY,2018,GREEDY,ЖАДНЫЙ,1039
1040_clever,CLEVER,1310,CLEVER,УМНЫЙ,1040
1041_think,THINK,1415,THINK,ДУМАТЬ,1041
1042_trust,TRUST,,TRUST,ВЕРИТЬ,1042
1043_understand,UNDERSTAND,1536,UNDERSTAND,ПОНИМАТЬ,1043
1044_know,KNOW,1410,KNOW,ЗНАТЬ,1044
1045_beable,BE ABLE,972,BE ABLE,МОЧЬ,1045
1046_stupid,STUPID,1518,STUPID,ГЛУПЫЙ,1046
1047_insane,INSANE,1899,INSANE,СУМАСШЕДШИЙ,1047
1048_teach,TEACH,709,TEACH,ОБУЧАТЬ,1048
1049_remember,REMEMBER,707,REMEMBER,ПОМНИТЬ,1049
1050_forget,FORGET,1523,FORGET,ЗАБЫВАТЬ,1050
1051_explain,EXPLAIN,1626,EXPLAIN,ОБЪЯСНЯТЬ,1051
1052_yes,YES,1268,YES,ДА,1052
1053_no,NO,1269,NO,НЕТ,1053
1054_notindicative,NOT (INDICATIVE),1240,NOT (INDICATIVE),НЕ (ИНДИКАТИВ),1054
1055_notprohibitive,NOT (PROHIBITIVE),1240,NOT (PROHIBITIVE),НЕ (ПРОХИБИТИВ),1055
1056_howmany,HOW MANY?,822,HOW MANY?,СКОЛЬКО?,1056
1057_what,WHAT?,1236,WHAT?,ЧТО?,1057
1058_when,WHEN?,1238,WHEN?,КОГДА?,1058
1059_where,WHERE?,1237,WHERE?,ГДЕ?,1059
1060_whereto,WHERE TO?,2928,WHERE TO?,КУДА?,1060
1061_who,WHO?,1235,WHO?,КТО?,1061
1062_why,WHY?,1270,WHY?,ПОЧЕМУ?,1062
1063_how,HOW?,,HOW?,КАК?,1063
1064_here,HERE,136,HERE,ЗДЕСЬ,1064
1065_theremedial,THERE (MEDIAL),1937,THERE (MEDIAL),ТАМ (ОКОЛО СЛУШАЮЩЕГО),1065
1066_theredistal,THERE (DISTAL),1937,THERE (DISTAL),ТАМ (ВДАЛИ ОТ ГОВОРЯЩИХ),1066
1067_sing,SING,1261,SING,ПЕТЬ,1067
1068_song,SONG,1096,SONG,ПЕСНЯ,1068
1069_shout,SHOUT,715,SHOUT,КРИЧАТЬ,1069
1070_whisper,WHISPER,55,WHISPER,ШЕПТАТЬ,1070
1071_whistle,WHISTLE,1025,WHISTLE,СВИСТЕТЬ,1071
1072_talk,TALK,2708,TALK,РАЗГОВАРИВАТЬ,1072
1073_say,SAY,1458,SAY,СКАЗАТЬ,1073
1074_fairytale,FAIRY TALE,2937,FAIRY TALE,СКАЗКА,1074
1075_language,LANGUAGE,1307,LANGUAGE,ЯЗЫК (РЕЧЬ),1075
1076_word,WORD,1599,WORD,СЛОВО,1076
1077_name,NAME,1405,NAME,ИМЯ,1077
1078_prayer,PRAYER,,PRAYER,МОЛИТВА,1078
1079_ask,ASK,1309,ASK,СПРАШИВАТЬ,1079
1080_answer,ANSWER,1275,ANSWER,ОТВЕЧАТЬ,1080
1081_askfor,ASK FOR,1828,ASK FOR,ПРОСИТЬ,1081
1082_forbid,FORBID,83,FORBID,ЗАПРЕЩАТЬ,1082
1083_rebuke,REBUKE,299,REBUKE,РУГАТЬ,1083
1084_call,CALL,1084,CALL,ЗВАТЬ,1084
1085_write,WRITE,1672,WRITE,ПИСАТЬ,1085
1086_read,READ,724,READ,ЧИТАТЬ,1086
1087_paper,PAPER,648,PAPER,БУМАГА,1087
1088_book,BOOK,963,BOOK,КНИГА,1088
1089_drum,DRUM,908,DRUM,БАРАБАН,1089
1090_city,CITY,1391,CITY,ГОРОД,1090
1091_village,VILLAGE,930,VILLAGE,СЕЛЕНИЕ,1091
1092_boundary,BOUNDARY,1010,BOUNDARY,"ГРАНИЦА, МЕЖА",1092
1093_master,MASTER,383,MASTER,ХОЗЯИН,1093
1094_slave,SLAVE,812,SLAVE,РАБ,1094
1095_friend,FRIEND,1325,FRIEND,ДРУГ,1095
1096_enemy,ENEMY,1358,ENEMY,ВРАГ,1096
1097_neighbor,NEIGHBOR,1332,NEIGHBOR,СОСЕД,1097
1098_guest,GUEST,1782,GUEST,ГОСТЬ,1098
1099_help,HELP,1897,HELP,ПОМОГАТЬ,1099
1100_fightvb,FIGHT (VB),1423,FIGHT (VB),ДРАТЬСЯ,1100
1101_war,WAR,935,WAR,ВОЙНА,1101
1102_armedband,ARMED BAND,,ARMED BAND,ВООРУЖЕННЫЙ ОТРЯД,1102
1103_bow,BOW,994,BOW,ЛУК (ОРУЖИЕ),1103
1104_arrow,ARROW,977,ARROW,СТРЕЛА,1104
1105_saber,SABER,1535,SABER,САБЛЯ,1105
1106_dagger,DAGGER,,DAGGER,КИНЖАЛ,1106
1107_scabbard,SCABBARD,,SCABBARD,НОЖНЫ,1107
1108_handle,HANDLE,1254,HANDLE,РУКОЯТКА,1108
1109_gun,GUN,1566,GUN,РУЖЬЕ,1109
1110_tower,TOWER,1671,TOWER,БАШНЯ,1110
1111_fishnet,FISHNET,388,FISHNET,РЫБАЦКАЯ СЕТЬ,1111
1112_hunt,HUNT,1435,HUNT,ОХОТИТЬСЯ,1112
1113_shoot,SHOOT,,SHOOT,СТРЕЛЯТЬ,1113
1114_snaretrap,SNARE (TRAP),3320,SNARE (TRAP),КАПКАН,1114
1115_trapcatch,TRAP (CATCH),1170,TRAP (CATCH),ЛОВИТЬ (ЖИВОТНОЕ),1115
1116_witness,WITNESS,1144,WITNESS,СВИДЕТЕЛЬ,1116
1117_oath,OATH,1712,OATH,КЛЯТВА,1117
1118_prison,PRISON,1281,PRISON,ТЮРЬМА,1118
1119_steal,STEAL,713,STEAL,КРАСТЬ,1119
1120_thief,THIEF,1160,THIEF,ВОР,1120
1121_pray,PRAY,24,PRAY,МОЛИТЬСЯ,1121
1122_cursev,CURSE (V),8,CURSE (V),ПРОКЛИНАТЬ,1122
1123_fastv,FAST (V),,FAST (V),ПОСТИТЬСЯ,1123
1124_beexist,"BE, EXIST",1579,"BE, EXIST","БЫТЬ, ИМЕТЬСЯ",1124
1125_become,BECOME,1990,BECOME,"СТАТЬ, СТАНОВИТЬСЯ",1125
1126_turnoutappear,"TURN OUT, APPEAR",1076,"TURN OUT, APPEAR","ОКАЗЫВАТЬСЯ, ПОПАДАТЬ",1126
1127_ringv,RING (V),2875,RING (V),ЗВЕНЕТЬ,1127
1128_squeak,SQUEAK,,SQUEAK,СКРИПЕТЬ,1128
1129_havetodo,HAVE TO DO,971,HAVE TO DO,"БЫТЬ ДОЛЖНЫМ, ОБЯЗАННЫМ",1129
1130_true,TRUE,,TRUE,ИСТИННЫЙ,1130
1131_with,WITH,,WITH,ВМЕСТЕ С,1131
1132_they,THEY,,THEY,ОНИ,1132
